ticker,company_name,sector,industry,market_type,exchange,price,market_cap,pe_ratio,peg_ratio,pb_ratio,ps_ratio,dividend_yield,beta,profit_margin,operating_margin,roa,roe,ev_to_ebitda,debt_to_equity,current_ratio,revenue_growth_3yr,earnings_growth_3yr,shares_outstanding,avg_return_1yr,volatility_1yr,sharpe_ratio,max_drawdown,esg_score
T,T Pharmaceuticals,Technology,Hardware,Large Cap,NYSE,727.94,11789.425683476942,25.58,2.45,7.87,9.58,0.0,2.223852643408487,27.71,28.57,13.16,46.54,17.04,1.03,3.9,7.51,10.43,16195600851,19.46,24.03,0.73,-63.74,74.77
CHTR,CHTR Inc.,Technology,Enterprise Software,Large Cap,NYSE,191.95,1561.7507942674,-26.42,,4.35,9.23,3.26,0.9877254901073771,50.08,47.82,23.47,95.03,17.34,1.01,1.96,-2.55,-0.53,8136237532,20.94,11.57,1.64,-17.85,73.56
TMUS,TMUS Solutions,Technology,Software,Large Cap,NYSE,487.52,360.66671000095994,22.87,,3.03,3.4,1.96,1.2333767422239819,12.45,13.23,4.4,27.14,22.12,1.36,1.08,-1.05,-0.35,739798798,-3.24,14.84,-0.35,-41.37,92.02
ATVI,ATVI Energy,Technology,Hardware,Large Cap,NYSE,79.44,1170.2524577988002,28.03,1.21,7.29,7.0,0.0,1.196794278792541,31.55,32.85,11.78,58.7,9.41,0.78,2.7,24.03,23.15,14731274645,18.12,18.29,0.88,-42.22,76.11
EA,EA Systems,Healthcare,Healthcare Services,Large Cap,NASDAQ,527.17,4749.6531645808,49.3,,3.8,7.19,2.5,1.1579668007753017,24.64,24.31,8.9,33.71,12.52,0.39,3.94,-4.74,-3.71,9009718240,3.03,12.46,0.08,-29.3,80.85
TTWO,TTWO Technologies,Healthcare,Healthcare Services,Large Cap,NYSE,478.25,2625.776943808,22.9,,2.79,1.98,2.16,0.9250955462519006,22.39,21.83,7.01,34.48,20.89,0.39,1.72,-2.99,-3.83,5490385664,9.01,11.77,0.6,-22.68,59.33
OMC,OMC Holdings,Consumer Defensive,Grocery,Large Cap,NASDAQ,109.95,211.45408970595003,17.45,2.11,3.7,8.84,1.37,0.8907706435550963,3.94,11.15,0.86,9.09,10.88,0.94,1.19,10.3,8.26,1923184081,20.7,12.07,1.55,-31.11,53.85
IPG,IPG Inc.,Communication Services,Advertising,Large Cap,NASDAQ,457.97,3156.4846507455904,18.39,2.53,1.58,6.81,0.87,1.2409847354451002,18.89,24.36,8.62,37.46,6.02,0.19,1.53,6.42,7.27,6892339347,-13.24,16.11,-0.95,-38.15,54.37
AMT,AMT Group,Communication Services,Entertainment,Mid Cap,NASDAQ,137.36,27.9232227924,85.98,5.0,4.32,5.07,0.0,1.72,29.37,34.12,9.57,65.78,7.75,1.09,2.07,17.54,16.84,203284965,10.88,18.13,0.49,-37.84,57.91
PLD,PLD Corp.,Consumer Cyclical,Retail,Large Cap,NYSE,46.2,211.0984739556,12.49,3.23,3.33,2.79,1.24,1.4393281201053785,16.03,16.37,6.99,38.85,11.56,0.69,2.47,3.6,3.87,4569231038,-8.88,24.69,-0.44,-67.29,60.68
CCI,CCI Technologies,Real Estate,Real Estate Services,Large Cap,NASDAQ,315.91,2061.97574115561,-13.3,,7.08,8.1,1.44,0.5238248023135345,20.38,19.91,4.43,29.06,17.92,1.38,1.55,1.27,-1.11,6527098671,0.56,6.47,-0.22,-18.23,59.84
EQIX,EQIX Corp.,Technology,Internet,Large Cap,NASDAQ,84.02,983.70803717484,18.75,4.23,2.39,7.49,1.6,2.1758105955566855,24.53,30.54,5.0,33.36,14.85,1.28,2.17,5.22,4.43,11708022342,1.63,27.36,-0.01,-74.11,61.87
PSA,PSA Systems,Consumer Defensive,Food & Beverage,Large Cap,NYSE,191.22,1569.7835086176,55.56,1.88,1.47,4.72,3.03,0.8257892866025743,24.06,23.78,8.87,55.02,21.0,1.46,2.29,30.28,29.49,8209306080,5.1,14.09,0.22,-31.59,76.87
O,O Technologies,Technology,Consumer Electronics,Large Cap,NYSE,161.64,3064.5288150141596,75.93,1.81,6.88,12.87,0.0,1.3218773866230653,22.52,24.58,10.15,39.63,24.94,0.24,3.42,41.58,41.86,18958975594,7.85,25.28,0.23,-51.4,75.75
AVB,AVB Systems,Consumer Cyclical,Apparel,Mid Cap,NYSE,23.55,11.08862820855,85.81,3.59,3.07,3.65,0.0,2.45,15.64,17.28,3.71,19.99,19.14,0.73,1.84,21.01,23.93,470854701,35.19,26.22,1.27,-43.57,68.26
ESS,ESS Solutions,Financial Services,Investment Banking,Large Cap,NASDAQ,330.84,158.13357289235998,61.25,3.31,7.05,10.62,0.0,1.1125957147063776,14.3,17.28,5.2,28.65,17.63,1.44,1.29,15.72,18.51,477975979,9.04,16.45,0.43,-47.01,53.98
DLR,DLR Inc.,Industrial,Aerospace & Defense,Large Cap,NASDAQ,430.25,1608.827703403,44.51,1.57,4.38,4.69,0.0,0.5184092759449844,17.21,19.14,5.13,20.91,22.61,1.21,1.73,29.71,28.32,3739285772,-6.64,7.19,-1.2,-15.77,57.05
SPG,SPG Pharmaceuticals,Financial Services,Asset Management,Large Cap,NASDAQ,171.57,1030.027735254,32.73,,6.41,1.02,3.1,1.2246471757969817,15.78,22.32,7.21,20.05,9.16,1.83,1.04,-3.04,-3.1,6003542200,7.84,17.78,0.33,-39.83,70.68
LIN,LIN Energy,Healthcare,Health Insurance,Large Cap,NASDAQ,383.16,4249.68986104968,94.5,4.46,8.15,9.32,0.0,0.8581616237431037,8.68,13.73,4.38,14.4,8.47,0.3,2.0,20.72,21.18,11091162598,0.38,14.32,-0.11,-42.24,87.17
APD,APD Pharmaceuticals,Utilities,Multi-Utilities,Large Cap,NASDAQ,329.22,408.87088564428,37.21,2.71,6.45,4.06,1.03,0.6479046299327729,18.33,25.55,6.17,29.58,15.17,2.5,1.3,10.77,13.73,1241938174,27.71,8.6,2.99,-24.1,77.88
ECL,ECL Systems,Industrial,Industrial Distribution,Large Cap,NASDAQ,110.21,468.43947216325995,-11.37,-6.05,7.35,9.36,2.65,0.9087811432732363,24.32,27.83,5.16,28.76,8.12,0.19,0.81,3.96,1.88,4250426206,10.22,14.99,0.55,-23.11,40.88
SHW,SHW Technologies,Consumer Defensive,Discount Stores,Large Cap,NASDAQ,200.66,987.96428299052,26.76,1.17,2.03,8.58,3.97,0.5364367106259538,29.92,32.34,6.9,54.37,23.44,0.67,1.04,21.14,22.9,4923573622,3.99,9.64,0.21,-21.2,52.38
NUE,NUE Holdings,Financial Services,Investment Banking,Large Cap,NASDAQ,63.06,558.44261044422,25.62,2.24,1.93,2.28,0.0,1.0399153467727438,29.11,35.45,13.77,60.08,16.45,1.28,1.3,9.26,11.45,8855734387,2.3,13.92,0.02,-30.53,44.51
FCX,FCX Holdings,Technology,Hardware,Large Cap,NASDAQ,554.01,4662.83442084507,12.57,1.64,6.43,9.44,0.0,1.5003687440407691,19.59,25.92,5.87,41.82,14.11,0.67,2.59,7.61,7.68,8416516707,-6.58,26.34,-0.33,-65.99,88.25
NEM,NEM Solutions,Materials,Steel,Large Cap,NYSE,32.67,73.69303531491,22.94,5.0,2.38,9.6,3.79,0.8,3.9,5.11,1.36,6.59,14.34,1.08,1.68,0.55,1.89,2255679073,-11.63,8.64,-1.58,-15.61,59.73
DOW,DOW Energy,Financial Services,Payment Processing,Large Cap,NYSE,359.38,1355.24794736128,,,1.82,6.09,1.27,1.3450615180328365,26.31,29.4,12.93,57.52,8.07,1.83,1.95,-5.06,-4.04,3771072256,15.65,21.25,0.64,-63.63,86.11
DD,DD Pharmaceuticals,Healthcare,Medical Distribution,Large Cap,NASDAQ,200.53,1761.7995199906202,28.89,1.24,4.51,10.02,0.0,1.2601110364290278,15.99,16.05,4.32,24.48,14.53,1.41,1.83,25.66,23.23,8785715454,-7.37,22.32,-0.42,-44.75,98.22
PPG,PPG Solutions,Communication Services,Entertainment,Large Cap,NYSE,238.57,662.86440605972,13.65,1.15,5.97,3.46,0.0,1.5125551655713054,8.74,9.06,3.01,13.16,21.01,0.66,1.82,13.2,11.82,2778490196,20.15,20.92,0.87,-36.17,42.37
TTOW,TTOW Solutions,Technology,Consumer Electronics,Large Cap,NYSE,24.63,278.56545007059,74.47,3.05,1.72,8.16,0.67,1.409778927067248,35.97,35.36,17.79,62.61,14.85,0.86,3.31,22.38,24.4,11310006093,18.32,19.18,0.85,-38.72,92.07
HGD,HGD Brands,Financial Services,Insurance,Large Cap,NASDAQ,23.29,152.38870984588002,70.13,4.73,6.04,6.15,0.0,1.2169119786319693,21.15,23.99,8.9,37.89,9.74,1.36,0.89,16.23,14.82,6543096172,-4.38,22.71,-0.28,-62.73,72.15
TQT,TQT Systems,Healthcare,Pharmaceuticals,Large Cap,NASDAQ,448.44,3674.4339210114,-49.67,,3.73,5.89,4.67,1.28839685601697,-34.89,-21.76,-10.15,-58.03,18.83,0.64,2.35,-8.18,-5.58,8193813935,17.85,20.37,0.78,-50.23,75.83
IWR,IWR Brands,Consumer Cyclical,Entertainment,Large Cap,NASDAQ,57.0,353.430488616,35.4,5.0,4.38,9.65,4.68,1.1074383650724737,8.86,6.04,3.33,10.41,14.87,0.48,1.52,4.28,3.54,6200534888,11.0,14.79,0.61,-25.23,40.87
EYM,EYM Solutions,Technology,Software,Large Cap,NYSE,473.57,1260.45321064283,31.26,3.25,6.43,7.39,0.0,1.0406538524334363,9.35,6.99,3.93,19.81,8.05,0.78,2.5,11.09,9.61,2661598519,14.64,11.69,1.08,-28.41,56.25
PMBRI,PMBRI Holdings,Technology,Software,Large Cap,NYSE,261.69,1218.33183982224,65.39,2.85,3.86,1.28,0.0,1.0264681781062355,9.65,17.59,4.27,22.51,16.78,0.73,2.49,21.51,22.95,4655630096,16.67,15.46,0.95,-37.31,82.91
DZKKO,DZKKO Corp.,Energy,Oil & Gas Refining,Large Cap,NYSE,262.32,1360.80594441576,21.46,1.88,2.58,4.18,3.07,1.7290847980487483,29.46,29.6,11.15,70.56,15.15,1.17,1.84,13.06,11.4,5187579843,0.29,23.18,-0.07,-56.21,63.16
EWCTL,EWCTL Brands,Consumer Defensive,Food Distribution,Large Cap,NYSE,319.34,2741.2143881950797,63.44,3.0,6.8,2.69,1.68,0.5814868084187916,12.13,19.77,4.04,18.53,7.9,0.58,2.24,18.59,21.13,8583999462,12.24,8.03,1.28,-23.33,66.94
ZRC,ZRC Inc.,Consumer Cyclical,Entertainment,Large Cap,NASDAQ,245.6,1243.5307399872,88.11,5.0,7.08,5.57,0.0,1.1195717896257171,28.03,35.73,8.36,59.06,7.58,1.25,1.01,15.15,14.53,5063235912,26.9,19.46,1.28,-36.1,47.76
YISER,YISER Technologies,Healthcare,Life Sciences Tools,Large Cap,NYSE,48.16,614.93597913888,84.87,4.21,2.9,11.03,1.23,0.9156722776378345,9.74,12.34,5.21,12.95,17.55,1.33,1.5,19.93,20.14,12768604218,17.45,15.38,1.0,-38.13,60.57
ABFV,ABFV Holdings,Healthcare,Health Insurance,Large Cap,NASDAQ,453.86,5680.67165896274,91.56,3.04,5.61,12.41,0.0,1.5135522599254598,14.82,19.96,7.75,19.4,6.49,1.33,0.84,27.63,30.16,12516352309,15.1,29.49,0.44,-53.16,80.15
OIHAM,OIHAM Solutions,Technology,Hardware,Large Cap,NYSE,600.51,7431.96937653246,55.92,2.65,5.36,6.17,0.0,1.218763107162157,10.22,7.32,3.37,22.48,17.84,0.84,1.68,22.05,21.11,12376095946,11.83,15.97,0.62,-28.9,60.74
GJH,GJH Group,Consumer Cyclical,Restaurants,Large Cap,NASDAQ,234.99,1380.7962972203402,30.81,2.93,6.69,7.82,0.0,1.518308982412107,8.72,7.07,3.92,12.29,19.94,1.33,1.49,10.73,10.51,5875978966,13.1,16.55,0.67,-30.9,34.33
CORFD,CORFD Brands,Healthcare,Pharmaceuticals,Large Cap,NASDAQ,188.93,1386.4650797171998,32.17,,2.42,8.56,4.46,1.2937981698054881,-20.45,-32.62,-4.83,-46.54,6.12,1.37,0.82,-6.03,-8.79,7338512040,11.37,23.29,0.4,-59.47,84.93
CJIN,CJIN Technologies,Communication Services,Telecom,Large Cap,NASDAQ,329.86,2851.54867579272,11.62,5.0,1.36,2.94,4.73,1.117193513602517,33.62,34.68,15.45,44.86,24.3,0.92,2.03,1.96,0.28,8644724052,26.08,19.99,1.2,-55.64,51.25
KOCX,KOCX Solutions,Financial Services,Exchanges,Large Cap,NYSE,243.87,1431.48986871759,-40.54,,5.03,8.4,4.35,1.1766352294146833,17.5,19.45,7.67,26.19,5.93,2.11,1.11,-2.78,-5.75,5869889157,11.71,19.6,0.5,-44.54,60.83
SPP,SPP Energy,Industrial,Electrical Equipment,Large Cap,NYSE,338.89,2737.45494229379,35.41,2.52,6.32,3.5,0.0,0.9682834234962486,10.73,16.51,4.0,14.71,14.26,0.72,1.33,14.58,14.05,8077709411,11.57,18.23,0.52,-39.8,47.71
JFXRU,JFXRU Systems,Technology,Cloud Computing,Large Cap,NASDAQ,437.38,6519.70391947432,30.18,1.96,4.05,2.18,0.31,1.7439373484663334,15.68,15.59,7.85,31.62,14.14,0.74,1.77,17.19,15.39,14906268964,10.4,22.65,0.37,-34.58,89.06
UTS,UTS Systems,Technology,Software,Large Cap,NYSE,42.18,260.54876354466,20.03,2.27,8.23,1.1,0.0,1.5928567131898197,33.93,31.99,9.5,74.57,24.03,0.67,1.62,8.29,8.82,6177068837,29.29,19.94,1.37,-54.67,77.05
KCBUD,KCBUD Pharmaceuticals,Technology,Internet,Large Cap,NASDAQ,125.18,1419.2993691393,78.29,3.08,2.29,10.92,0.0,1.5440047989469257,41.96,49.71,22.09,62.35,13.47,1.17,2.56,28.27,25.42,11338068135,16.53,18.24,0.8,-32.98,69.07
WDCGR,WDCGR Group,Technology,Enterprise Software,Large Cap,NASDAQ,782.8,1313.269402522,22.74,,7.17,6.15,3.97,1.5653906796463897,8.85,8.0,4.99,19.2,13.2,1.07,1.56,-10.01,-7.98,1677656365,-16.42,24.17,-0.76,-66.95,68.68
RCMHY,RCMHY Energy,Consumer Cyclical,Hotels,Large Cap,NYSE,399.9,3154.5877242579,71.15,2.13,10.55,5.7,1.51,1.7467539070273062,7.57,4.58,3.92,9.53,11.3,1.35,1.37,35.51,33.47,7888441421,-4.42,24.66,-0.26,-57.48,30.42
UNXM,UNXM Technologies,Financial Services,Financial Data,Large Cap,NYSE,337.05,2644.53880374495,29.67,1.69,5.52,11.22,0.0,1.5078728304559454,18.09,21.92,8.05,36.45,21.43,2.27,1.42,19.22,17.58,7846132039,-1.29,16.72,-0.2,-28.72,72.67
AEYW,AEYW Inc.,Consumer Defensive,Food & Beverage,Large Cap,NASDAQ,169.16,1212.80877883984,98.99,4.81,2.84,3.45,4.05,0.7663686361621121,4.66,7.77,1.14,8.45,19.9,0.28,1.68,18.39,20.56,7169595524,0.72,11.46,-0.11,-31.23,62.43
VXMG,VXMG Corp.,Financial Services,Banks,Large Cap,NYSE,117.54,536.49572738778,-20.12,,6.04,5.8,3.6,0.7894672671221298,29.8,32.13,12.69,72.91,11.78,2.61,2.15,-4.97,-2.58,4564367257,6.08,10.77,0.38,-29.79,45.92
PJS,PJS Inc.,Financial Services,Asset Management,Large Cap,NASDAQ,216.99,1116.3103684341302,19.7,1.71,2.58,7.18,1.71,1.023046937666329,11.73,10.26,5.05,23.99,20.73,2.88,2.27,12.59,11.49,5144524487,-3.44,11.62,-0.47,-31.17,70.3
KBOG,KBOG Energy,Healthcare,Medical Devices,Large Cap,NYSE,93.92,549.68531923952,36.17,5.0,5.61,1.24,0.0,1.1618636893311518,28.61,27.93,16.35,69.15,13.33,0.61,3.75,3.42,1.24,5852697181,17.83,21.52,0.74,-39.31,66.84
YZK,YZK Solutions,Technology,Cybersecurity,Large Cap,NYSE,730.35,153.99973349505,85.53,4.45,2.87,7.33,0.22,1.8853183928378219,10.57,18.5,2.95,13.97,8.9,1.27,1.31,17.9,19.2,210857443,21.83,30.62,0.65,-76.33,83.32
VQB,VQB Energy,Communication Services,Telecom,Large Cap,NASDAQ,36.01,252.97549129150997,59.72,4.29,1.32,2.22,0.0,0.7286895292765512,3.24,1.13,1.82,6.56,11.52,0.95,0.94,13.3,13.92,7025145551,4.27,11.9,0.19,-23.61,49.07
KNUH,KNUH Group,Financial Services,Financial Data,Large Cap,NYSE,517.37,1126.8955767023501,35.13,3.81,4.73,6.38,2.33,1.0052879956265113,30.26,32.32,9.59,62.03,15.46,1.18,1.8,8.79,9.22,2178123155,7.51,16.07,0.34,-45.61,74.34
PGUG,PGUG Pharmaceuticals,Consumer Cyclical,Apparel,Large Cap,NYSE,260.57,173.23316310186,48.13,2.29,5.75,7.79,0.0,1.9562791472237442,30.41,36.71,15.28,72.0,7.77,1.38,2.28,22.2,21.05,664823898,10.84,29.16,0.3,-81.96,57.35
TEC,TEC Inc.,Technology,Semiconductors,Large Cap,NASDAQ,701.29,4697.022694000149,44.87,1.1,11.01,4.91,0.57,1.4447773054629554,24.57,21.7,14.33,31.59,23.1,1.21,3.52,39.87,40.97,6697689535,8.0,20.57,0.29,-49.19,86.78
GXK,GXK Energy,Industrial,Machinery,Large Cap,NASDAQ,321.68,2382.50425676976,26.52,5.0,2.45,4.43,2.34,0.9201263411819077,4.81,5.98,2.73,6.37,7.06,0.69,0.94,4.83,5.12,7406441982,18.72,10.86,1.54,-22.08,56.29
SOHCE,SOHCE Technologies,Financial Services,Insurance,Large Cap,NYSE,472.33,3414.56874071636,-28.94,-8.27,1.09,8.28,3.0,1.1073347393380741,31.57,37.37,16.07,55.03,22.54,1.53,2.22,2.6,3.5,7229201492,3.2,17.87,0.07,-52.24,67.03
DWWFF,DWWFF Pharmaceuticals,Technology,Enterprise Software,Large Cap,NASDAQ,795.95,7433.5799519821,34.83,3.22,3.69,10.27,0.0,1.4665092669076345,38.71,37.32,9.88,49.2,15.3,1.16,3.33,8.06,10.83,9339254918,-14.08,27.74,-0.58,-64.17,94.96
DXN,DXN Pharmaceuticals,Technology,Hardware,Large Cap,NYSE,443.7,5410.4411037915,19.61,1.82,3.96,1.58,0.0,1.39839970456669,22.21,20.71,11.65,24.1,13.56,1.32,3.52,9.6,10.77,12193917295,7.0,21.23,0.24,-57.02,69.35
HUCX,HUCX Group,Financial Services,Banks,Large Cap,NYSE,23.85,250.1707611465,23.89,,6.06,3.82,3.8,1.470984115677123,15.53,17.91,8.21,27.16,7.97,2.04,2.37,-1.53,-2.23,10489340090,25.27,27.38,0.85,-60.31,89.26
IYKEC,IYKEC Corp.,Real Estate,REITs,Large Cap,NASDAQ,338.72,2085.8128820321604,24.31,4.68,1.1,3.06,4.94,0.9011600291639916,14.75,18.5,5.18,18.37,20.44,1.17,2.2,5.26,5.19,6157926553,-3.08,13.58,-0.37,-32.72,60.13
YNA,YNA Group,Consumer Defensive,Drug Stores,Large Cap,NYSE,413.44,3588.9418660339197,-45.45,-25.39,7.81,3.18,4.54,0.8463800344970007,20.4,25.95,10.5,40.65,19.61,1.1,1.26,2.7,1.79,8680683693,19.03,13.97,1.22,-21.39,61.06
ECD,ECD Systems,Technology,IT Services,Large Cap,NYSE,689.49,11986.20921795426,21.43,5.0,7.7,5.14,3.22,1.7054621105614625,49.01,53.95,12.66,63.33,8.68,1.29,2.41,5.73,3.42,17384166874,9.23,30.77,0.23,-49.46,64.27
ELVXP,ELVXP Solutions,Consumer Cyclical,Homebuilding,Large Cap,NASDAQ,434.86,3811.71028455148,,,7.63,4.0,1.22,1.7517399545239998,14.15,19.84,7.23,17.6,12.07,0.46,2.14,-1.41,-2.29,8765373418,8.73,32.08,0.21,-87.26,47.94
SQSTS,SQSTS Group,Consumer Cyclical,Apparel,Large Cap,NYSE,335.78,3508.01820483136,47.45,2.17,5.03,2.93,0.41,2.166851841301063,7.9,6.71,1.73,12.08,10.63,0.41,1.53,20.09,21.9,10447370912,10.79,24.48,0.36,-67.65,50.7
JUXTB,JUXTB Holdings,Technology,Internet,Large Cap,NYSE,320.22,1089.1433352862803,39.23,,6.44,1.61,2.69,2.008935269706134,18.28,21.26,9.71,24.01,7.75,1.4,3.86,-8.18,-8.35,3401234574,-2.7,22.17,-0.21,-36.98,64.43
SYWK,SYWK Inc.,Utilities,Electric Utilities,Large Cap,NYSE,366.53,993.4400625957799,38.12,5.0,1.48,10.31,1.74,0.7766406516070514,17.78,17.65,4.79,18.12,20.42,2.91,1.28,6.23,5.97,2710392226,14.01,12.68,0.95,-32.78,78.97
QRSF,QRSF Energy,Real Estate,Healthcare REITs,Mid Cap,NYSE,34.55,40.95858925539999,21.42,2.98,7.99,2.96,3.45,0.84,18.49,19.61,5.55,35.74,7.54,1.27,1.51,9.62,7.2,1185487388,10.04,12.52,0.64,-30.2,45.76
SSPG,SSPG Holdings,Consumer Defensive,Food Distribution,Large Cap,NYSE,175.06,76.45307167266,22.62,2.25,3.68,9.54,2.77,0.52,6.66,9.24,1.69,11.13,7.72,0.92,0.83,9.25,10.07,436724961,15.47,6.87,1.96,-12.53,72.1
SHKD,SHKD Corp.,Energy,Energy Equipment,Large Cap,NYSE,383.85,2733.96295805085,37.74,4.65,3.49,3.68,2.4,1.3732319120809966,15.37,15.87,5.14,33.68,8.71,0.66,1.13,10.94,8.11,7122477421,-8.4,20.6,-0.5,-38.03,40.81
DUDA,DUDA Systems,Technology,IT Services,Large Cap,NASDAQ,446.78,5560.65218664046,,,6.76,9.53,1.8,1.7371968754418534,17.62,16.4,6.34,18.98,5.67,0.75,2.64,-2.2,-4.45,12446063357,11.63,21.27,0.45,-33.22,70.75
GYDYC,GYDYC Holdings,Technology,Cybersecurity,Large Cap,NYSE,537.58,4968.5834859875,15.3,1.67,7.69,9.97,0.0,1.0346729118409705,24.87,32.1,5.21,27.77,25.72,0.42,1.52,8.86,9.14,9242500625,4.0,16.52,0.12,-46.82,82.26
LRZU,LRZU Systems,Consumer Defensive,Personal Products,Large Cap,NYSE,40.55,402.25762187835,30.74,1.29,4.04,6.54,3.08,1.0141284819702947,21.45,21.47,9.99,40.13,7.37,0.46,0.99,26.3,23.82,9920039997,11.08,16.37,0.55,-38.45,59.25
HFP,HFP Corp.,Healthcare,Medical Distribution,Large Cap,NYSE,436.75,4577.9871159325,29.8,5.0,2.38,9.75,3.72,0.8229041104926625,23.85,27.02,14.17,33.38,22.24,0.68,2.73,2.66,0.66,10481939590,25.92,13.62,1.76,-37.05,54.37
QKSV,QKSV Holdings,Communication Services,Advertising,Large Cap,NYSE,169.84,517.46119936896,32.39,,6.35,8.4,4.91,0.9388849432863098,27.48,33.62,8.95,29.92,9.96,1.33,2.2,-3.33,-1.53,3046756944,-18.04,13.12,-1.53,-29.26,69.88
YHPE,YHPE Solutions,Financial Services,Financial Data,Large Cap,NYSE,381.32,1449.3374264489198,65.61,3.5,2.05,4.47,0.0,0.9100535908854295,17.52,20.79,10.32,35.83,22.4,1.66,1.5,16.01,18.76,3800842931,-0.69,13.75,-0.2,-23.74,66.45
KZJT,KZJT Inc.,Healthcare,Health Insurance,Large Cap,NYSE,422.76,3156.61779168528,30.82,3.38,4.66,6.53,0.0,0.9730123633047836,13.21,15.28,5.74,20.75,16.28,0.31,1.99,9.34,9.12,7466689828,18.6,10.91,1.52,-30.59,63.47
YGUC,YGUC Technologies,Technology,Semiconductors,Large Cap,NASDAQ,165.18,247.28526888366,33.38,2.66,4.06,10.97,0.0,1.778752387586872,12.96,18.82,3.59,28.86,15.25,1.27,1.66,10.35,12.54,1497065437,-3.27,20.5,-0.26,-37.79,66.14
TNVBK,TNVBK Inc.,Technology,IT Services,Large Cap,NYSE,432.39,2902.70757154371,30.3,,1.7,8.22,4.96,0.9307927765692614,25.85,33.65,14.0,50.38,22.43,0.14,1.95,-10.1,-7.7,6713169989,-0.2,14.88,-0.15,-37.83,90.93
VSXR,VSXR Technologies,Financial Services,Banks,Large Cap,NASDAQ,79.64,579.82671115336,39.25,5.0,1.45,5.9,1.34,0.836378097912459,2.7,4.01,1.18,5.76,9.02,1.12,1.61,3.16,2.06,7280596574,5.69,10.2,0.36,-19.39,59.0
IFDNB,IFDNB Systems,Financial Services,Asset Management,Large Cap,NYSE,485.97,1539.74548965072,24.63,,7.71,2.98,4.55,1.1577382082229593,10.36,15.09,2.95,12.8,10.44,1.09,2.24,-2.48,-1.25,3168396176,-1.14,19.59,-0.16,-44.49,69.97
WLMSS,WLMSS Systems,Real Estate,Property Management,Large Cap,NYSE,441.83,4165.48684058533,57.52,3.04,2.38,5.5,3.27,0.8211343933524866,16.91,23.21,3.9,19.29,21.35,1.59,1.38,16.85,18.93,9427804451,6.6,14.66,0.31,-29.82,42.59
JNAEX,JNAEX Systems,Technology,Consumer Electronics,Large Cap,NYSE,487.44,5003.978653832401,31.7,5.0,4.61,1.23,3.76,1.8724963050758652,34.74,39.89,9.88,73.07,24.23,0.44,2.98,4.2,4.06,10265835085,-2.0,29.33,-0.14,-60.53,96.27
RXSUR,RXSUR Pharmaceuticals,Technology,Internet,Large Cap,NASDAQ,686.78,7999.053619524359,48.54,1.31,1.82,3.7,0.0,1.9259272460808243,12.15,11.6,2.45,24.84,24.07,0.15,1.5,37.27,36.93,11647184862,13.48,33.18,0.35,-49.79,66.02
HLQ,HLQ Systems,Technology,Software,Large Cap,NASDAQ,301.22,3131.54661807966,,,4.73,1.56,2.31,1.9505515095202621,37.66,34.7,18.16,73.32,8.39,0.59,3.33,1.13,1.16,10396210803,8.15,30.2,0.2,-52.07,83.17
XGGXF,XGGXF Inc.,Healthcare,Managed Healthcare,Large Cap,NYSE,340.13,243.68283651796,39.84,2.9,2.84,8.1,0.0,1.0250742806251676,8.92,8.0,2.82,10.2,12.06,0.92,1.8,15.3,13.76,716440292,19.05,16.5,1.03,-26.22,71.85
TJEQ,TJEQ Inc.,Energy,Coal,Large Cap,NYSE,121.86,210.01230613116002,30.63,5.0,3.78,8.34,4.52,2.195098360740453,8.67,6.6,2.71,14.05,14.03,1.37,0.84,3.97,3.27,1723390006,16.5,41.15,0.35,-72.65,36.25
BWV,BWV Pharmaceuticals,Technology,Semiconductors,Large Cap,NYSE,734.65,8405.029302093899,55.01,1.63,2.8,9.06,1.41,1.091736821018882,11.92,17.96,5.84,19.89,22.73,0.18,1.55,34.54,33.75,11440862046,23.66,13.33,1.62,-39.17,69.46
YHA,YHA Solutions,Consumer Defensive,Household Products,Large Cap,NASDAQ,482.26,5291.7032869860595,39.65,3.23,1.9,5.31,4.99,0.7764497677680006,10.63,9.34,3.31,13.36,15.5,1.32,2.05,10.59,12.26,10972718631,-0.42,12.78,-0.19,-37.55,63.38
AMALY,AMALY Technologies,Communication Services,Telecom,Large Cap,NYSE,98.96,97.75225049784,21.96,1.31,4.12,3.3,0.0,1.25,21.81,23.93,4.52,31.66,7.19,0.56,1.46,16.33,16.73,987795579,-3.61,19.87,-0.28,-39.15,54.28
RHIY,RHIY Inc.,Healthcare,Managed Healthcare,Large Cap,NYSE,88.13,305.51548492408995,33.56,1.61,9.43,5.68,1.62,1.3989703119379184,24.67,22.56,9.76,44.36,14.11,1.32,2.03,17.97,20.84,3466645693,-6.73,26.85,-0.33,-61.99,56.88
CJNLC,CJNLC Technologies,Materials,Containers & Packaging,Large Cap,NYSE,16.15,72.34198033004999,37.73,3.42,3.82,2.67,1.85,0.7,10.96,13.43,5.95,13.8,25.04,0.51,2.24,9.4,11.02,4479379587,19.0,13.32,1.28,-20.54,67.47
XWO,XWO Brands,Technology,Cloud Computing,Large Cap,NASDAQ,95.84,254.30970405008003,74.15,2.03,7.87,4.54,0.46,2.119579299851314,52.81,58.84,31.38,70.13,7.05,0.38,3.34,36.03,36.49,2653481887,19.91,22.67,0.79,-67.08,79.93
